#NAME	CHROM	STRAND	TX_START	TX_END	EXON_START	EXON_END	CDS_START	CDS_END
ENST00000297267.14	chr6	+	159169399	159272108	159169399,159197430,159199995,159200512,159214944,159221597,159223527,159225534,159226472,159229814,159231881,159236214,159238553,159239516,159246900,159249038,159251301,159256522,159261189,159264974,159266083,159267803,159271326,	159169705,159197625,159200082,159200581,159215151,159221696,159223645,159225722,159226580,159230003,159234479,159236315,159238665,159239957,159246969,159249182,159251532,159256631,159261269,159265004,159266245,159267926,159272108,	159169596	159271439
ENST00000370659.2	chr6	+	63211468	63213027	63211468,	63213027,	63211556	63211880
ENST00000230340.9	chr6	+	41921498	41933046	41921498,41927373,41930131,41930634,41931395,41931727,41932360,	41921830,41927536,41930270,41930768,41931556,41931830,41933046,	41921562	41932703
ENST00000454678.7	chr6	-	30184454	30213406	30184454,30189166,30189417,30190012,30196515,30198428,30198665,30201034,30204655,30213304,	30186558,30189199,30189533,30190035,30196746,30198524,30199264,30201138,30204765,30213406,	30185878	30199103
ENST00000339812.3	chr6	-	27132315	27132795	27132315,	27132795,	27132372	27132750
ENST00000359193.4	chr6	+	27133042	27133535	27133042,	27133535,	27133071	27133461
ENST00000356950.2	chr6	-	27146360	27146855	27146360,	27146855,	27146420	27146798
ENST00000615353.2	chr6	+	27139281	27139678	27139281,	27139678,	27139308	27139617
ENST00000488300.6	chr6	+	13924951	13980310	13924951,13974209,13976908,	13925023,13974364,13980310,	13977119	13977860
ENST00000379153.4	chr6	+	14117771	14136906	14117771,14117949,14131519,14133648,14135107,	14117848,14118065,14131748,14133755,14136906,	14117811	14135233
ENST00000380907.3	chr6	-	655938	657100	655938,	657100,	656110	656944
ENST00000648326.1	chr6	+	3849372	3851317	3849372,3849788,	3849486,3851317,	3849811	3850786
ENST00000377179.4	chr6	-	28994787	29005315	28994787,28998733,28999486,28999955,29003512,29003945,29005007,	28996586,28998838,28999613,29000047,29003594,29004214,29005315,	28995003	29003954
ENST00000377175.2	chr6	-	29044212	29045175	29044212,	29045175,	29044215	29045175
ENST00000377173.4	chr6	-	29086207	29087313	29086207,	29087313,	29086309	29087248
ENST00000392092.7	chr6	+	170554368	170572859	170554368,170556881,170561790,170564544,170566917,170569611,170571409,170572185,	170554463,170557083,170562233,170564632,170567009,170569779,170571504,170572859,	170557029	170572262
ENST00000541970.6	chr6	-	170575294	170584637	170575294,170578856,170580001,170583056,170583504,170584298,	170577717,170578970,170580105,170583188,170583747,170584637,	170577561	170584581
ENST00000244565.8	chr6	-	41026894	41039221	41026894,41030387,41030654,41031680,41032035,41032883,41033880,41034689,41039161,	41028595,41030501,41030755,41031748,41032137,41033146,41034181,41035135,41039221,	41028375	41035074
ENST00000424266.7	chr6	-	41064771	41072356	41064771,41068840,41070075,41071131,41071595,41072235,	41067437,41068953,41070134,41071276,41071675,41072356,	41067337	41071634
ENST00000373161.6	chr6	+	41042466	41044337	41042466,41042965,41043556,41043939,	41042778,41043158,41043698,41044337,	41042985	41044134
ENST00000244669.3	chr6	+	41053201	41064891	41053201,41061327,41064100,	41053478,41061892,41064891,	41053347	41061868
ENST00000341376.11	chr6	+	41072973	41102403	41072973,41079028,41080810,41084045,41089578,41090203,41091527,41092911,41094395,41097356,	41073084,41079164,41080897,41084192,41089710,41090309,41091694,41093085,41094497,41102403,	41079089	41097407
ENST00000369947.5	chr6	-	77460923	77463491	77460923,	77463491,	77462233	77463403
ENST00000684080.1	chr6	+	77653038	77927045	77653038,77690657,77761129,77828930,77923088,	77653092,77690903,77761665,77829062,77927045,	77690671	77923343
ENST00000416247.4	chr6	+	11093833	11138733	11093833,11134402,	11094389,11138733,	11094313	11134599
ENST00000674115.1	chr6	+	133953303	133980088	133953303,133980081,	133953425,133980088,	133953303	133980085
ENST00000374825.9	chr6	+	32968593	32981501	32968593,32971594,32974461,32975383,32976030,32976249,32976561,32977441,32977756,32978125,32979827,32980341,32980581,	32969056,32972927,32974765,32975521,32976169,32976464,32976936,32977570,32978005,32978388,32980132,32980464,32981501,	32972898	32980715
ENST00000281156.5	chr6	-	61679960	62286225	61679960,61697194,61732681,61894634,61901243,61978065,62047877,62177184,62285857,	61681060,61697253,61732764,61894833,61901371,61978212,62047994,62177312,62286225,	61680965	62285948
ENST00000369846.9	chr6	-	79484990	79537430	79484990,79489083,79491587,79492550,79493612,79513211,79518704,79537164,	79487866,79489216,79491730,79492647,79493750,79513741,79519085,79537430,	79487006	79518894
ENST00000369838.6	chr6	+	79631328	79703655	79631328,79673613,79696484,79699497,	79631506,79673799,79696565,79703655,	79631461	79699506
ENST00000442966.7	chr6	+	30345155	30346857	30345155,30345297,30345490,30346431,30346712,	30345228,30345398,30345573,30346557,30346857,	30345171	30346807
ENST00000379426.2	chr6	+	11537748	11583524	11537748,11565665,11575430,	11538374,11565836,11583524,	11538277	11575558
ENST00000346618.8	chr6	+	20401878	20493714	20401878,20479845,20481205,20482761,20486688,20488112,20490167,	20402625,20479957,20481425,20482920,20486803,20488248,20493714,	20402232	20490427
ENST00000375650.5	chr6	+	31827737	31830254	31827737,	31830254,	31827950	31829873
ENST00000374859.3	chr6	+	32854191	32859851	32854191,32856137,32857262,32858004,32858363,32859404,	32854289,32856205,32857394,32858134,32858505,32859851,	32854229	32859529
ENST00000377745.5	chr6	-	26026895	26027283	26026895,	26027283,	26026943	26027252
ENST00000426005.7	chr6	-	41149336	41154347	41149336,41150260,41150818,41151281,41153757,41154245,	41149918,41150313,41150907,41151384,41154090,41154347,	41149606	41154288
ENST00000373113.8	chr6	-	41158507	41163116	41158507,41158872,41159791,41161262,41163042,	41158780,41159066,41159882,41161613,41163116,	41158766	41163082
ENST00000483722.2	chr6	-	41189748	41201149	41189748,41192800,41194424,41198108,41200953,	41192506,41192901,41194833,41198429,41201149,	41192429	41201008
ENST00000341495.7	chr6	+	41228348	41238882	41228348,41228713,41229520,41230061,41236485,41237054,	41228490,41229044,41229571,41230122,41236617,41238882,	41228427	41236579
ENST00000244709.9	chr6	-	41273604	41286682	41273604,41280960,41282394,41286606,	41276230,41281153,41282751,41286682,	41276127	41286655
ENST00000356476.3	chr6	-	26196783	26197286	26196783,	26197286,	26196842	26197250
ENST00000343677.4	chr6	-	26055739	26056470	26055739,	26056470,	26055789	26056428
ENST00000367069.7	chr6	-	158972870	159000202	158972870,158978259,158980773,158982484,158983661,158986279,158993838,158999434,	158977848,158978346,158980936,158982688,158983807,158986421,158993926,159000202,	158977540	158999550
ENST00000356840.8	chr6	+	16129085	16148248	16129085,16130556,16141624,16143019,16143698,16144896,16146661,	16129409,16130747,16141810,16143217,16143863,16145317,16148248,	16129322	16146748
ENST00000229794.9	chr6	+	36027807	36111236	36027807,36052698,36059288,36072872,36073690,36074048,36075847,36076536,36095986,36102570,36107454,36108379,	36028273,36052828,36059347,36072984,36073720,36074096,36075962,36076608,36096066,36102649,36107628,36111236,	36028157	36108444
ENST00000053468.4	chr6	-	42206806	42217861	42206806,42208857,42210487,42211780,42214119,42214279,42217801,	42208372,42208947,42210596,42211917,42214192,42214344,42217861,	42208291	42217849
ENST00000361752.8	chr6	+	163414717	163578592	163414717,163455278,163478779,163534981,163561981,163563419,163566720,163570693,	163415335,163455421,163478896,163535125,163562069,163563719,163566795,163578592,	163415193	163570707
ENST00000370733.5	chr6	+	57046692	57055225	57046692,57047312,57050773,57052685,	57046776,57047396,57050854,57055225,	57046755	57054860
ENST00000274963.13	chr6	+	37005654	37029069	37005654,37008833,37010972,37011705,37013608,37013961,37014645,37014891,37015767,37020540,37020708,37021511,37022238,37025791,37027428,37027947,	37005885,37009065,37011050,37011854,37013765,37014100,37014704,37015038,37015860,37020620,37020739,37021604,37022370,37025938,37027575,37029069,	37005817	37028160
ENST00000380698.5	chr6	-	2887269	2903309	2887269,2891832,2893410,2895390,2896052,2900443,2903200,	2890570,2891988,2893553,2895508,2896190,2900621,2903309,	2890165	2900611
ENST00000618958.2	chr6	-	27837879	27838375	27837879,	27838375,	27837949	27838339
ENST00000611927.2	chr6	-	27831173	27831560	27831173,	27831560,	27831218	27831527
ENST00000380379.10	chr6	+	3118710	3153578	3118710,3123656,3127241,3129044,3137361,3140385,3152487,	3118847,3123760,3127408,3129198,3137493,3140509,3153578,	3118740	3152572
ENST00000367660.4	chr6	+	139028744	139043302	139028744,139034154,139042718,	139028875,139034221,139043302,	139034160	139042900
ENST00000367658.3	chr6	+	139135079	139180802	139135079,139166283,139174384,139176940,	139135667,139167324,139174539,139180802,	139135396	139177102
ENST00000358430.8	chr6	-	139240060	139291998	139240060,139244594,139247816,139255563,139260317,139262578,139270455,139276829,139288475,139291920,	139243314,139244690,139247909,139255638,139260437,139262773,139270626,139276921,139288913,139291998,	139242528	139288899
ENST00000375631.5	chr6	-	31857658	31862821	31857658,31860041,31860438,31861187,31861998,31862617,	31859945,31860264,31860621,31861450,31862191,31862821,	31859721	31862776
ENST00000392844.8	chr6	+	87590134	87667451	87590134,87594352,87601783,87603383,87605916,87607672,87609095,87612088,87616313,87621353,87621949,87634844,87636406,87653115,87656905,87657920,87663002,87664742,87665753,87667017,	87590192,87594407,87601881,87603528,87606021,87607824,87609229,87612248,87616427,87621487,87622013,87634961,87636486,87653249,87656982,87658018,87663144,87664859,87665833,87667451,	87590168	87667120
ENST00000617569.2	chr6	+	26021648	26022050	26021648,	26022050,	26021678	26021987
ENST00000615966.2	chr6	-	26043226	26043713	26043226,	26043713,	26043279	26043657
ENST00000303910.5	chr6	+	26216920	26217437	26216920,	26217437,	26216974	26217364
ENST00000336032.4	chr6	+	89080750	89085160	89080750,89083752,	89081434,89085160,	89080894	89084193
ENST00000452027.3	chr6	-	89095958	89118071	89095958,89105118,89105426,89107153,89117822,	89098947,89105260,89105530,89107258,89118071,	89098580	89117887
ENST00000275072.5	chr6	+	89146054	89165565	89146054,89149264,89153042,89154747,89158324,89161782,89162108,	89146609,89149413,89153185,89154902,89158460,89161890,89165565,	89146144	89162260
ENST00000454853.7	chr6	-	89177503	89217358	89177503,89180291,89181904,89185309,89190164,89198019,89199361,89201158,89203434,89217200,	89179063,89180488,89182057,89185450,89190247,89198243,89199429,89201265,89203485,89217358,	89178772	89217322
ENST00000684592.1	chr6	-	28384737	28399747	28384737,28392901,28398003,28399656,	28391742,28393046,28398473,28399747,	28390456	28398405
ENST00000289788.5	chr6	-	28432654	28443491	28432654,28435459,28435858,28443398,	28435078,28435607,28436343,28443491,	28434467	28436266
ENST00000361902.5	chr6	-	28503295	28515793	28503295,28505702,28506311,28510750,28515656,	28504498,28505802,28506429,28510904,28515793,	28504294	28515743
ENST00000412168.7	chr6	+	28525880	28534955	28525880,28529450,28531777,28532320,28533960,	28526100,28529604,28531895,28532420,28534955,	28526013	28534164
ENST00000452236.3	chr6	-	28570534	28587298	28570534,28574643,28579271,28586297,	28573827,28576136,28579419,28587298,	28571913	28586717
ENST00000244741.10	chr6	+	36678713	36687332	36678713,36684096,36685750,	36678798,36684546,36687332,	36684101	36685797
ENST00000379613.10	chr6	-	10396676	10415074	10396676,10400447,10402491,10404507,10406792,10409900,10414940,	10398705,10400589,10402610,10404739,10406844,10410335,10415074,	10398419	10414991
ENST00000251691.5	chr6	+	138161938	138344663	138161938,138170661,138207041,138209909,138229783,138238508,138242951,138245512,138253879,138255435,138261526,138262700,138278450,138279998,138285945,138286700,138287073,138289817,138291732,138293992,138296809,138298605,138307252,138308738,138311406,138313794,138317250,138319702,138321110,138323670,138324022,138328020,138333969,138336294,	138162171,138170713,138207123,138210041,138229852,138238631,138242994,138245591,138253984,138255769,138261639,138263611,138278617,138280164,138286053,138286916,138287184,138289968,138292053,138294126,138296955,138298785,138307397,138308861,138311510,138313939,138317379,138319879,138321225,138323773,138324154,138328142,138335188,138344663,	138162086	138336483
ENST00000527246.3	chr6	-	138215985	138218491	138215985,	138218491,	138217990	138218395
ENST00000573382.3	chr6	+	44216925	44218234	44216925,44217449,	44216968,44218234,	44217471	44217723
ENST00000371755.9	chr6	+	44223594	44234142	44223594,44227262,44229389,44229588,44229906,44230346,44230567,44230810,44231363,44231997,44232342,44232806,44233416,	44223641,44227342,44229471,44229791,44230046,44230481,44230665,44230889,44231461,44232106,44232428,44233006,44234142,	44227313	44233525
ENST00000371646.10	chr6	+	44247100	44253883	44247100,44248629,44249376,44249674,44250020,44250290,44251047,44251417,44251736,44251998,44253044,44253488,	44247195,44248776,44249583,44249834,44250154,44250599,44251213,44251608,44251884,44252267,44253378,44253883,	44248629	44253595
ENST00000393812.4	chr6	-	44254100	44257528	44254100,44256341,44256684,44257399,	44255644,44256496,44256878,44257528,	44254708	44257410
ENST00000619360.6	chr6	-	44258165	44265551	44258165,44260042,44260450,44261625,44262559,44264981,	44259284,44260282,44260539,44261848,44262662,44265551,	44259221	44265346
